total_index,repo_id,repo_name,owner_id,owner_type,full_name,create_date,update_date,topics,language,contributors,contributor_counts,stargazer_counts,forker_counts,keyword,readme_url,read_length,is_it_forked_repo,open_issues,original_repo
14671,200881040,Autonomous_Vehicle_Driving,53829757,organization,fpt2019-slab-team/Autonomous_Vehicle_Driving,2019-08-06 15:45,2019-12-11 4:40,,HTML,"['53891685', '46464196', '49637726', '53845701', '53845948', '39758438', '53845705', '40654311', '53839256']",9,0,1,autonomous-vehicle,https://github.com/fpt2019-slab-team/Autonomous_Vehicle_Driving,468.0,False,1,
14736,201982431,Lab08,50110082,organization,dickinson-comp130/Lab08,2019-08-12 17:59,2019-10-20 15:21,,Jupyter Notebook,"['20668801', '16962482']",2,0,0,autonomous-vehicle,https://github.com/dickinson-comp130/Lab08,710.0,False,0,
14768,202531888,geek-car,54110492,organization,for-geeks/geek-car,2019-08-15 11:49,2020-08-18 10:34,,C++,"['3821311', '3124479', '25238757']",3,2,6,autonomous-car,https://github.com/for-geeks/geek-car,1047.0,False,1,
14796,202995182,tareeqav,54237096,organization,tareeq-av/tareeqav,2019-08-18 11:35,2020-07-29 23:21,learning-by-doing#self-driving-car#autonomous-vehicles#pytorch#cpp11,C++,"['53956168', '15725187', '5589040', '12724976', '2354387', '22730263', '8805870', '3722398']",8,6,3,autonomous-vehicle,https://github.com/tareeq-av/tareeqav,11.0,False,2,
14797,202959912,software,42299934,organization,BHS-AV/software,2019-08-18 4:32,2020-10-10 12:41,,Python,"['25967578', '25272404']",2,2,0,autonomous-vehicle,https://github.com/BHS-AV/software,216.0,False,3,
14868,204035242,f110-fall2019-skeletons,16375120,organization,mlab-upenn/f110-fall2019-skeletons,2019-08-23 16:37,2020-10-29 15:46,,C++,"['12801760', '20353925', '13370293', '28119594']",4,7,5,autonomous-vehicle,https://github.com/mlab-upenn/f110-fall2019-skeletons,207.0,False,0,
14872,204225414,deepdrive-zero,24363932,organization,deepdrive/deepdrive-zero,2019-08-24 23:56,2020-11-10 19:17,,Python,"['181225', '509595', '28586034']",3,25,3,self-driving,https://github.com/deepdrive/deepdrive-zero,21188.0,False,5,
14874,204101048,CarND-Capstone,54443541,organization,udacity-om/CarND-Capstone,2019-08-24 3:05,2021-03-07 6:27,,Jupyter Notebook,"['1033193', '29234743', '6398628', '6289523', '12093003', '14296202', '1083865', '4316306', '169825', '4952237', '21979084', '7110796', '7902173', '230117', '2186145', '4110995', '1727540', '8902657']",18,1,0,self-driving,https://github.com/udacity-om/CarND-Capstone,19390.0,False,2,
14920,204453206,tianracer,24409892,organization,tianbot/tianracer,2019-08-26 10:35,2021-01-29 5:58,autonomous-driving#ros#slam#navigation#self-driving-car,CMake,"['4938724', '47907495', '19585240']",3,30,17,autonomous-driving,https://github.com/tianbot/tianracer,3355.0,False,0,
14933,204708490,openpass.eclipse.org,12799981,organization,EclipseFdn/openpass.eclipse.org,2019-08-27 13:23,2021-01-22 21:23,hugo#webdev,HTML,"['54616555', '62236491', '893942', '23018241', '39588094', '623165', '605957', '452625']",8,0,10,automated-driving,https://github.com/EclipseFdn/openpass.eclipse.org,2694.0,False,0,
14945,204887841,bark-ml,49236292,organization,bark-simulator/bark-ml,2019-08-28 8:47,2021-02-28 4:57,reinforcement#learning#machine#agents#driving,Python,"['2854215', '23431444', '48797503', '49236264', '10983181', '64198018', '11507299']",7,19,9,autonomous-driving,https://github.com/bark-simulator/bark-ml,1955.0,False,0,
14999,206191734,fsd_algorithm,49984012,organization,bitfsd/fsd_algorithm,2019-09-03 23:50,2021-03-26 5:39,,C,"['24427334', '57488081']",2,6,0,driverless,https://github.com/bitfsd/fsd_algorithm,2636.0,False,0,
15016,206585602,ProjectPhantom,54809946,organization,SunWave-Computing/ProjectPhantom,2019-09-05 14:36,2019-10-17 13:58,,Python,"['54809804', '54946135', '54810184']",3,2,0,self-driving,https://github.com/SunWave-Computing/ProjectPhantom,3700.0,False,0,
15030,206873569,demo-self-driving,45109972,organization,streamlit/demo-self-driving,2019-09-06 21:02,2021-03-24 9:33,,Python,"['6821233', '1673013', '2762787', '690814', '303900', '9265326', '17903940', '17867943', '13398637', '709022', '10211992', '17139354']",12,789,242,self-driving,https://github.com/streamlit/demo-self-driving,1087.0,False,1,
15049,206893061,mission8,55006797,organization,MAAV-Software/mission8,2019-09-07 0:26,2020-09-23 1:03,,C,"['6828123', '22407460', '38386500', '22362298', '13358430', '22697584', '16587525', '46473161', '12806977', '8724159', '44945924', '30186564', '26198375', '55360437']",14,5,15,autonomous-vehicle,https://github.com/MAAV-Software/mission8,710.0,False,0,
15078,207079508,RTNN,32988084,organization,skbmir/RTNN,2019-09-08 7:50,2019-09-08 12:10,,,"['32988081', '26967121']",2,0,0,autonomous-driving,https://github.com/skbmir/RTNN,90.0,False,0,
15101,207478962,szenergy-utility-programs,11535763,organization,szenergy/szenergy-utility-programs,2019-09-10 6:12,2021-03-26 9:12,ros#autonomous-vehicles#self-driving-car#vehicle#bag#udp-joystick#ros-gui,Jupyter Notebook,"['11504709', '51919446', '2454479']",3,0,1,autonomous-vehicle,https://github.com/szenergy/szenergy-utility-programs,927.0,False,0,
15105,207926008,selfdriving-fa19,17039942,organization,mlberkeley/selfdriving-fa19,2019-09-11 23:44,2020-02-15 22:49,,Python,"['7050165', '15059125', '20047747']",3,9,6,self-driving,https://github.com/mlberkeley/selfdriving-fa19,186.0,False,0,
15150,208394286,ASTAR-3D,36830410,organization,I2RDL2/ASTAR-3D,2019-09-14 5:34,2021-02-25 15:51,,,"['45349294', '18340076']",2,86,10,autonomous-driving,https://github.com/I2RDL2/ASTAR-3D,6272.0,False,2,
15213,209201582,robot2020,32026376,organization,SpaceHawks/robot2020,2019-09-18 2:40,2020-10-15 2:02,lidar#pathing#p5js#nasa-rmc#robot#python#mining#raspberry-pi#computer-vision#autonomous-driving,JavaScript,"['42698419', '15305612', '42917468', '16735402', '32846700', '22104385', '55666857']",7,4,2,autonomous-driving,https://github.com/SpaceHawks/robot2020,188.0,False,0,
15291,210237280,AdverseDrive,21690731,organization,xz-group/AdverseDrive,2019-09-23 1:07,2020-11-02 20:56,carla-simulator#self-driving-cars#adversarial-machine-learning#autonomous-vehicles#machine-learning,Jupyter Notebook,"['15584224', '14100851']",2,17,15,autonomous-driving,https://github.com/xz-group/AdverseDrive,5845.0,False,2,
15350,211284822,autonomous-drive,35310437,organization,Galaxia5987/autonomous-drive,2019-09-27 9:31,2020-01-07 15:18,,Java,"['42713106', '8577984', '42340005', '23503317', '31829093']",5,0,1,autonomous-drive,https://github.com/Galaxia5987/autonomous-drive,2.0,False,0,
15398,211984223,AutonomousPathPlanner,50642860,organization,secret-city-wildbots/AutonomousPathPlanner,2019-10-01 0:35,2021-03-17 4:07,,Python,"['50529931', '31905790', '50642827', '49070586']",4,0,0,autonomous-drive,https://github.com/secret-city-wildbots/AutonomousPathPlanner,250.0,False,0,
15422,212477009,mission9-2020,55006797,organization,MAAV-Software/mission9-2020,2019-10-03 1:42,2021-01-28 0:45,,C++,"['46473161', '55360437', '22697584', '22362298', '44756122', '22876640']",6,2,7,autonomous-vehicle,https://github.com/MAAV-Software/mission9-2020,1709.0,False,1,
15471,213360384,SalsaNext,71751803,organization,Halmstad-University/SalsaNext,2019-10-07 11:00,2021-03-22 12:46,semantic-segmentation#lidar#semantickitti#3d-lidar-data#lidar-point-clouds#encoder#decoder#jaccard#bayesian-network,Python,"['28590775', '17566442', '10550252']",3,155,36,autonomous-driving,https://github.com/Halmstad-University/SalsaNext,4524.0,False,2,
15488,213628606,chinkara,56148950,organization,iithcandle/chinkara,2019-10-08 11:51,2019-10-16 4:44,,CMake,"['5841204', '52201477']",2,0,0,autonomous-driving,https://github.com/iithcandle/chinkara,2451.0,False,0,
15537,214782301,autonomous-delivery-robot,19870127,organization,IvLabs/autonomous-delivery-robot,2019-10-13 7:59,2021-03-14 16:49,autonomous-vehicles#autonomous-driving#segmentation#planning#controls#vision#arduino#ros#hacktoberfest,C++,"['34339038', '25796160', '36470661', '34397524', '34397502', '26359450']",6,39,5,autonomous-driving,https://github.com/IvLabs/autonomous-delivery-robot,602.0,False,9,
15557,215405046,orion-ros2-reference,49320671,organization,go360-io/orion-ros2-reference,2019-10-15 22:05,2020-12-22 12:09,,C++,"['5314371', '247530', '47563035', '7402079']",4,3,2,autonomous-vehicle,https://github.com/go360-io/orion-ros2-reference,4722.0,False,26,
15583,215774533,ceng-407-408-2019-2020-Autonomous-Car,32456939,organization,CankayaUniversity/ceng-407-408-2019-2020-Autonomous-Car,2019-10-17 11:20,2020-09-18 10:07,,Python,"['48088166', '12069406', '48219924']",3,2,1,autonomous-car,https://github.com/CankayaUniversity/ceng-407-408-2019-2020-Autonomous-Car,2281.0,False,0,
15600,216098699,ATC,49167323,organization,Capstone-Projects-2019-Fall/ATC,2019-10-18 20:03,2019-12-10 2:38,,Python,"['39561533', '17306905', '25857507', '46931963', '47003888']",5,0,0,autonomous-car,https://github.com/Capstone-Projects-2019-Fall/ATC,2600.0,False,5,
15631,216469038,MIT-Driverless-CV-TrainingInfra,55773805,organization,cv-core/MIT-Driverless-CV-TrainingInfra,2019-10-21 3:21,2021-03-19 14:11,yolov3#autonomous-vehicles#keypoints#pytorch#mit-driverless#resnet#object-detection#object-localization#cnn,Python,"['22118253', '46137709', '49699333']",3,53,14,driverless,https://github.com/cv-core/MIT-Driverless-CV-TrainingInfra,4202.0,False,5,
15636,216615127,Oneiros-OpenDS,52534663,organization,unnc-ucc/Oneiros-OpenDS,2019-10-21 16:30,2020-03-30 6:14,,Java,"['44395596', '46160365']",2,0,0,automated-driving,https://github.com/unnc-ucc/Oneiros-OpenDS,,False,0,
15720,218469350,docker_tensorflow,24532005,organization,AuroAi/docker_tensorflow,2019-10-30 7:38,2019-11-01 21:48,,Dockerfile,"['32534451', '660504']",2,0,0,autonomous-vehicle,https://github.com/AuroAi/docker_tensorflow,,False,0,
15726,218753781,Awesome-Computer-Vision-Guide,46285577,organization,Robofied/Awesome-Computer-Vision-Guide,2019-10-31 11:47,2021-03-25 14:29,computer-vision#machine-learning#vision#opencv#opencv-python#tutorials#detection,Jupyter Notebook,"['44053202', '18509328', '49699333']",3,19,6,self-driving,https://github.com/Robofied/Awesome-Computer-Vision-Guide,14629.0,False,1,
15791,219559345,BehaviorStudio,10959337,organization,JdeRobot/BehaviorStudio,2019-11-04 17:35,2021-03-23 12:30,deeplearning#reinforcement-learning#machine-learning#computer-vision,Python,"['17179696', '8070644', '9017430', '8667636', '49699333', '33784374', '10961573']",7,21,20,autonomous-driving,https://github.com/JdeRobot/BehaviorStudio,809.0,False,23,
15841,220486435,opengenesis.eclipse.org,12799981,organization,EclipseFdn/opengenesis.eclipse.org,2019-11-08 14:44,2021-01-22 21:18,hugo#webdev,Less,"['893942', '452625', '39588094']",3,0,5,autonomous-driving,https://github.com/EclipseFdn/opengenesis.eclipse.org,2899.0,False,0,
15880,221665137,LECTURE-selfdriving,52904804,organization,icns-distributed-cloud/LECTURE-selfdriving,2019-11-14 9:58,2020-12-12 12:37,,C,"['53041442', '53041199']",2,35,11,self-driving,https://github.com/icns-distributed-cloud/LECTURE-selfdriving,1019.0,False,0,
15894,221756555,nrc-avc-2020,7156454,organization,sdsmt-robotics/nrc-avc-2020,2019-11-14 17:55,2020-10-02 23:33,,Python,"['47485399', '32797997', '26103385', '57302808']",4,1,0,autonomous-vehicle,https://github.com/sdsmt-robotics/nrc-avc-2020,103.0,False,0,
15899,221934677,self-driving-car,47525197,organization,zepdev/self-driving-car,2019-11-15 13:57,2020-11-30 14:57,,Jupyter Notebook,"['43231090', '40628560', '62106212', '4421077']",4,2,0,self-driving,https://github.com/zepdev/self-driving-car,639.0,False,0,
15967,222674441,ethics-vehicles,3019817,organization,IMAGINARY/ethics-vehicles,2019-11-19 10:54,2021-01-14 13:47,,JavaScript,"['4235433', '2445084', '6472073', '49699333']",4,0,0,autonomous-vehicle,https://github.com/IMAGINARY/ethics-vehicles,2266.0,False,2,
15982,223174761,Cockpit,3465095,organization,hyrise/Cockpit,2019-11-21 12:59,2021-02-18 17:58,,Python,"['39628987', '49444254', '6067406', '32880898', '40639972', '38442947', '38725641', '49514526', '49497676', '1655756', '49699333']",11,13,0,self-driving,https://github.com/hyrise/Cockpit,3379.0,False,19,
16035,224044295,42ai_autonomous_cars,25845683,organization,42-AI/42ai_autonomous_cars,2019-11-25 21:23,2021-03-09 10:37,,Python,"['30863243', '33513302', '25959292', '28660793', '81376076', '46575632', '16245781', '33515131', '34069532', '49699333', '33840123']",11,5,1,autonomous-car,https://github.com/42-AI/42ai_autonomous_cars,22.0,False,8,
16038,224051322,leaderboard,33029185,organization,carla-simulator/leaderboard,2019-11-25 22:12,2021-02-28 18:16,,Python,"['38517452', '58212725', '433340', '4934673']",4,28,21,autonomous-driving,https://github.com/carla-simulator/leaderboard,1199.0,False,9,
16157,227450967,carma-messenger,43184500,organization,usdot-fhwa-stol/carma-messenger,2019-12-11 20:09,2021-03-23 20:11,,C,"['62157949', '51463994', '10292079', '26841526', '57960283', '20613282', '3723561', '55258852', '27976519', '34752540', '361247', '52839028', '42590105', '32398753', '3028188']",15,11,4,automated-driving,https://github.com/usdot-fhwa-stol/carma-messenger,6834.0,False,2,
16213,228369356,Solecthon,64631076,organization,VCET-Driverless/Solecthon,2019-12-16 11:12,2021-03-22 4:19,driverless#vcet-solecthon#autonomous-driving#simple-project#student-project#self-driving-car#yolov3-tiny#yolov4-tiny#darknet-image-classification,Python,"['52121362', '52271520', '64632157', '52121256', '73225435']",5,7,6,driverless,https://github.com/VCET-Driverless/Solecthon,,False,6,
16217,228408053,robotcraft-ros-navigation,58945567,organization,robotcraft19/robotcraft-ros-navigation,2019-12-16 14:42,2020-04-15 12:49,ros#navigation#driver#pid-controller#wallfollower#robotics#maze#basic-motions#simulation#robot-simulation#ros-simulator#stage#ros-stage#autonomous#autonomous-robots#autonomous-driving#robotcraft,C++,"['43545812', '50516046', '53474631', '53475137', '47259257']",5,1,1,autonomous-driving,https://github.com/robotcraft19/robotcraft-ros-navigation,6620.0,False,0,
16442,231814548,gesture-drive,48960999,organization,smoke-trees/gesture-drive,2020-01-04 19:07,2020-10-01 15:58,drowsiness-detection#gesture-recognition#mqtt#ros#opencv-python#autonomous-vehicles#angle-measurement#video-streaming,Jupyter Notebook,"['35500534', '36446402', '37040303', '35336587', '49699333']",5,3,2,autonomous-vehicle,https://github.com/smoke-trees/gesture-drive,6661.0,False,0,
16517,233135018,Autonomous-Driving,59776973,organization,auto-pilot/Autonomous-Driving,2020-01-10 21:42,2020-08-18 9:35,,C++,"['44344107', '30746612']",2,1,2,self-driving,https://github.com/auto-pilot/Autonomous-Driving,,False,1,
16560,233698846,AVData,15235001,organization,Ford/AVData,2020-01-13 21:38,2021-03-13 17:35,,C++,"['9420343', '8460473']",2,187,52,autonomous-vehicle,https://github.com/Ford/AVData,4693.0,False,5,
16621,234911456,self-driving-bot,60067139,organization,relaxauto/self-driving-bot,2020-01-19 14:15,2020-02-28 7:30,,Jupyter Notebook,"['3281987', '7479031']",2,1,0,self-driving,https://github.com/relaxauto/self-driving-bot,,False,0,
16657,235409347,cs378_starter,25387576,organization,ut-amrl/cs378_starter,2020-01-21 18:11,2021-03-15 16:47,,C++,"['1360494', '3406269', '12229430']",3,1,23,autonomous-driving,https://github.com/ut-amrl/cs378_starter,1087.0,False,0,
16689,235803612,prophesee-automotive-dataset-toolbox,48314193,organization,prophesee-ai/prophesee-automotive-dataset-toolbox,2020-01-23 13:46,2021-03-26 7:33,machinelearning#machine-learning-algorithms#machine-learning#dataset#automotive#event-based#computer-vision#pattern-recognition#autonomous-driving#perception#perceptron-learning-algorithm,Python,"['8342459', '4035242', '6837272', '765284']",4,49,5,autonomous-driving,https://github.com/prophesee-ai/prophesee-automotive-dataset-toolbox,5286.0,False,1,
16705,236022573,test-area-autonomous-driving-dataset,8257565,organization,fzi-forschungszentrum-informatik/test-area-autonomous-driving-dataset,2020-01-24 14:56,2020-12-14 14:13,,,"['43402387', '58517124']",2,2,0,autonomous-driving,https://github.com/fzi-forschungszentrum-informatik/test-area-autonomous-driving-dataset,8998.0,False,0,
16731,236547617,illumination-augumentation,41435200,organization,nemodrive/illumination-augumentation,2020-01-27 17:20,2020-02-07 18:30,,Python,"['18101273', '2622883']",2,0,0,autonomous-driving,https://github.com/nemodrive/illumination-augumentation,296.0,False,0,
16748,236988083,EurekaAutonomousCar,60433444,organization,QUALIS-LABS/EurekaAutonomousCar,2020-01-29 13:27,2020-04-12 22:26,,C++,"['28790446', '49106674', '62011828', '43080232']",4,0,3,autonomous-car,https://github.com/QUALIS-LABS/EurekaAutonomousCar,104.0,False,1,
16785,237599641,Reasearch-Paper01,60538140,organization,SHY-Develop/Reasearch-Paper01,2020-02-01 10:43,2020-03-18 14:39,,,"['41628240', '59062855']",2,0,0,self-driving,https://github.com/SHY-Develop/Reasearch-Paper01,,False,0,
16880,238992878,Autonomous-car,59305104,organization,Cognive-in/Autonomous-car,2020-02-07 18:04,2020-02-09 17:51,,,"['43777597', '52118398']",2,0,0,autonomous-car,https://github.com/Cognive-in/Autonomous-car,512.0,False,0,
16889,239146923,Self-driving-rides,59961435,organization,Epsilon-Infinity/Self-driving-rides,2020-02-08 14:37,2020-02-15 13:35,,Python,"['12859881', '49212833', '36552400', '7457498']",4,0,0,self-driving,https://github.com/Epsilon-Infinity/Self-driving-rides,20.0,False,0,
16948,239803641,selforacle,58705999,organization,testingautomated-usi/selforacle,2020-02-11 16:00,2021-03-17 6:59,,Python,"['4815944', '9931338']",2,10,6,autonomous-driving,https://github.com/testingautomated-usi/selforacle,4825.0,False,0,
16955,240051511,donkeycar,55463309,organization,MRWolves/donkeycar,2020-02-12 15:49,2020-02-25 16:17,,,"['147582', '173287', '218842', '7982015', '1480252', '51209741', '1134287', '624211', '529837', '1878018', '3150680', '4088291', '47540921', '15193605', '779786', '1146050', '34181603', '4852160', '25161278', '4720401', '4784288', '481909', '17356275', '1312111', '3646505', '40873334', '1958494', '4632566', '55749134', '12226189', '4344566', '20630345', '664469', '873053', '1758353', '111700', '4450166', '8199062', '32651204', '2083175', '674055', '2193516', '831038', '891364', '282809', '55636491', '766788', '31427850', '1158382', '10385335', '6387630', '3614532', '15899797', '208070', '159568', '3459416', '5546755', '23312465', '519869', '293608', '21932', '11710523', '112011', '66942795', '8548829', '135933', '38004233', '20616185', '808254', '4115730', '6851604', '557985', '1856934', '22504698', '11676283', '11862212', '9197727', '33790562', '1954516', '31220506', '4599735', '37561793', '23151113', '39029702', '45476269']",85,1,0,self-driving,https://github.com/MRWolves/donkeycar,2677.0,False,0,
17168,243234040,SAC-Race-Training-Booklets-Turkish,59068403,organization,SAC-PhoeniX/SAC-Race-Training-Booklets-Turkish,2020-02-26 10:22,2020-03-04 8:02,computer-vision#artificial-intelligence#autonomous-driving,Jupyter Notebook,"['28477103', '18087127']",2,0,1,autonomous-driving,https://github.com/SAC-PhoeniX/SAC-Race-Training-Booklets-Turkish,581.0,False,0,
17247,244729484,rauv,53883145,organization,song-ranlab/rauv,2020-03-03 19:59,2020-05-12 2:13,,Python,"['46477985', '62116450', '64775008', '4480254', '60045506']",5,0,4,autonomous-vehicle,https://github.com/song-ranlab/rauv,368.0,False,0,
17389,246734973,AutowareArchitectureProposal.proj,33653891,organization,tier4/AutowareArchitectureProposal.proj,2020-03-12 3:27,2021-03-25 21:51,autonomous-vehicles#autonomous-car#autonomous-driving#autoware,Shell,"['8327598', '58927122', '43976834', '31987104', '27900857', '42202095', '33620', '22497720', '1531482', '16977736', '56014189', '1256980', '7235851', '43142004', '21360593', '58019445']",16,399,137,autonomous-car,https://github.com/tier4/AutowareArchitectureProposal.proj,5761.0,False,23,
17415,247295191,OpenPCDet,10245193,organization,open-mmlab/OpenPCDet,2020-03-14 14:48,2021-03-26 6:08,point-cloud#3d-detection#autonomous-driving#pv-rcnn#object-detection#pytorch,Python,"['8805870', '24970271', '17939045', '46821571', '14181188', '32784614']",6,1577,447,autonomous-driving,https://github.com/open-mmlab/OpenPCDet,10213.0,False,83,
17435,247602665,disprcnn,48914724,organization,zju3dv/disprcnn,2020-03-16 3:31,2021-03-22 7:10,autonomous-driving#3d-object-detection#stereo-matching,Jupyter Notebook,"['24546823', '8616975']",2,143,30,autonomous-driving,https://github.com/zju3dv/disprcnn,2782.0,False,0,
17537,249666723,Max,62092015,organization,Silicone-Life/Max,2020-03-24 9:36,2020-03-28 5:59,,C#,"['1920753', '62969403']",2,0,0,self-driving,https://github.com/Silicone-Life/Max,39.0,False,0,
17546,249788493,DDAD,58010122,organization,TRI-ML/DDAD,2020-03-24 18:36,2021-03-21 0:25,,Jupyter Notebook,"['3826698', '4798786', '25256205']",3,204,32,autonomous-driving,https://github.com/TRI-ML/DDAD,8447.0,False,4,
17596,250763122,Autonomous-Driving-System,62792824,organization,Team-Recursion-04/Autonomous-Driving-System,2020-03-28 10:09,2020-05-11 5:51,yolov3#deep-learning#image-processing#autonomous-vehicles#autonomous-cars#detection#image-yolo1,Python,"['42309779', '42564227']",2,1,2,autonomous-driving,https://github.com/Team-Recursion-04/Autonomous-Driving-System,2241.0,False,0,
17693,252706443,UberPoC,36624831,organization,PoCInnovation/UberPoC,2020-04-03 10:57,2021-03-14 19:03,python#ia#autonomous-car#duckietown,Python,"['58401638', '51440330', '62222114', '44644435', '16211230', '61683879']",6,11,0,autonomous-car,https://github.com/PoCInnovation/UberPoC,2810.0,False,0,
17728,253398267,Hands-On-Vision-and-Behavior-for-Self-Driving-Cars,10974906,organization,PacktPublishing/Hands-On-Vision-and-Behavior-for-Self-Driving-Cars,2020-04-06 4:55,2021-03-21 19:00,,Jupyter Notebook,"['5630204', '24884608', '62882280', '45961039', '20902542']",5,14,4,self-driving,https://github.com/PacktPublishing/Hands-On-Vision-and-Behavior-for-Self-Driving-Cars,5188.0,False,0,
17739,253578230,asv,63257299,organization,aqualinkorg/asv,2020-04-06 18:08,2021-02-16 13:27,,C,"['859469', '6283065']",2,11,5,autonomous-vehicle,https://github.com/aqualinkorg/asv,2675.0,False,0,
17773,254211147,LiDAR-Robo-Car,63374633,organization,Photon-Lab/LiDAR-Robo-Car,2020-04-08 22:06,2020-12-18 15:25,,C++,"['17278902', '62400812', '49699333']",3,0,0,autonomous-vehicle,https://github.com/Photon-Lab/LiDAR-Robo-Car,101.0,False,2,
17818,254634298,starc,46351593,organization,ds-kiel/starc,2020-04-10 12:54,2020-04-20 7:39,,C,"['297476', '4449321']",2,0,0,autonomous-vehicle,https://github.com/ds-kiel/starc,16234.0,False,0,
17868,255062183,ad-refkit,63540325,organization,fpga-design-contest/ad-refkit,2020-04-12 10:52,2021-02-24 11:07,,G-code,"['9557', '40512342', '1070964']",3,7,3,autonomous-driving,https://github.com/fpga-design-contest/ad-refkit,894.0,False,2,
17886,255347464,awesome-lidar,11535763,organization,szenergy/awesome-lidar,2020-04-13 14:15,2021-03-26 2:37,awesome-list#awesome#lidar#pointcloud#point-cloud#3d-lidar#3d#autonomous-driving#obstacle-detection#slam#simulator,,"['11504709', '2454479', '22492291', '9211132', '52172620']",5,45,6,autonomous-driving,https://github.com/szenergy/awesome-lidar,19356.0,False,0,
18022,257716308,AutoRace,46452783,organization,curtfs/AutoRace,2020-04-21 21:09,2021-01-21 13:20,robotics#computer-vision#deep-learning#image-processing#yolov3#pytorch,Python,"['38882830', '25469826']",2,4,0,autonomous-vehicle,https://github.com/curtfs/AutoRace,511.0,False,0,
18079,258546560,drive-simulation,16263547,organization,FIRST-Team-1699/drive-simulation,2020-04-24 15:10,2020-05-02 1:09,,Java,"['5611164', '64278555']",2,0,0,autonomous-drive,https://github.com/FIRST-Team-1699/drive-simulation,80.0,False,0,
18093,258806276,mur_common,60091870,organization,MURDriverless/mur_common,2020-04-25 15:14,2020-10-28 11:11,,CMake,"['32558106', '23747007', '59716400', '9070886']",4,0,0,driverless,https://github.com/MURDriverless/mur_common,60.0,False,1,
18131,259295319,driverless-2019,64411256,organization,Unicamp-E-Racing/driverless-2019,2020-04-27 11:35,2021-02-07 18:45,fsae#driverless#formula-student,Python,"['12127137', '45105900', '13626528']",3,38,11,driverless,https://github.com/Unicamp-E-Racing/driverless-2019,7775.0,False,0,
18150,259623007,Formula-Student-Driverless-Simulator,64278162,organization,FS-Driverless/Formula-Student-Driverless-Simulator,2020-04-28 11:53,2021-03-22 17:10,formula-student#unreal-engine-4#airsim#autonomous-systems#simulation#driverless,C++,"['8008227', '21220927', '50023316', '16067174', '44667175', '20578313', '34010482', '5444004', '39568209', '56325879', '26287272', '28405449']",12,66,21,driverless,https://github.com/FS-Driverless/Formula-Student-Driverless-Simulator,3744.0,False,33,
18190,260288233,lime,3129461,organization,AGV-IIT-KGP/lime,2020-04-30 18:31,2020-04-30 18:38,,C++,"['41020033', '43145543', '32535717']",3,0,2,autonomous-vehicle,https://github.com/AGV-IIT-KGP/lime,1825.0,False,0,
18234,260796078,citysim,3999730,organization,osrf/citysim,2020-05-02 23:50,2021-02-05 14:38,gazebo#gazebo-classic#gazebo-simulation#simulation#self-driving-car#autonomous-vehicles#city-simulation,HTML,"['5751272', '4000684', '1440739']",3,22,11,autonomous-vehicle,https://github.com/osrf/citysim,295.0,False,0,
18368,262190504,conductor-h2o-driverlessai,1459110,organization,IBM/conductor-h2o-driverlessai,2020-05-08 0:44,2020-07-14 0:00,,,"['29576529', '4118756']",2,0,2,driverless,https://github.com/IBM/conductor-h2o-driverlessai,1475.0,False,0,
18373,262261604,app-android,65010572,organization,aSmartVehicle/app-android,2020-05-08 7:55,2020-09-16 10:03,,Jupyter Notebook,"['2790466', '56765399']",2,0,0,autonomous-car,https://github.com/aSmartVehicle/app-android,75.0,False,0,
18375,262259826,esp32driver-board,65010572,organization,aSmartVehicle/esp32driver-board,2020-05-08 7:46,2020-09-15 12:09,,,"['2790466', '18600258']",2,0,0,autonomous-car,https://github.com/aSmartVehicle/esp32driver-board,249.0,False,0,
18376,262259477,esp32driver,65010572,organization,aSmartVehicle/esp32driver,2020-05-08 7:45,2020-09-15 14:15,,C++,"['18600258', '2790466']",2,0,0,autonomous-car,https://github.com/aSmartVehicle/esp32driver,,False,0,
18584,265168435,Autonomous-Driving,54201165,organization,developer-student-club-thapar/Autonomous-Driving,2020-05-19 6:50,2020-10-25 19:41,,Jupyter Notebook,"['42907308', '29003047', '39792413', '52869386', '52318784']",5,9,7,self-driving,https://github.com/developer-student-club-thapar/Autonomous-Driving,4782.0,False,5,
18750,266957241,diamond-auto,64955218,organization,HotzoneAuto/diamond-auto,2020-05-26 5:58,2020-12-11 13:22,,C++,"['3821311', '45028297', '65001112', '22980298', '56550468', '67250520', '68804782']",7,4,3,autonomous-driving,https://github.com/HotzoneAuto/diamond-auto,1642.0,False,10,
18915,269232333,AutonomousCar,66396608,organization,Together-with-the-moon/AutonomousCar,2020-06-04 1:29,2021-01-22 1:59,,Python,"['50127194', '58962060', '41908895']",3,1,0,autonomous-car,https://github.com/Together-with-the-moon/AutonomousCar,766.0,False,0,
18964,270726791,fuzzy-logic-based-self-driving-car,45985860,organization,bamboo-hust/fuzzy-logic-based-self-driving-car,2020-06-08 15:47,2020-06-15 1:23,,C#,"['37216202', '19411832']",2,0,0,self-driving,https://github.com/bamboo-hust/fuzzy-logic-based-self-driving-car,37.0,False,0,
18999,271058161,MonoCamCalib4AD,3380464,organization,ipleiria-robotics/MonoCamCalib4AD,2020-06-09 16:48,2020-07-17 16:02,,Jupyter Notebook,"['45629765', '3380454']",2,0,1,autonomous-driving,https://github.com/ipleiria-robotics/MonoCamCalib4AD,4576.0,False,0,
